Well#	Directory	num_nuc	avg_nfoci	std_nfoci	num_nuc_no_outl	avg_foci_no_outl	std_foci_no_outl	avg_fitc	avg_fitc_bg	avg_nuc_area	avg_nuc_dapi	avg_p2a	spot_fitc_sum
D10	Foci_processed_27-Jul-2020	801	 0.97	 1.25	684	 0.83	 1.04	709.75	556.50	 0.52	11514.45	 1.08	3751.41
D11	Foci_processed_28-Jul-2020	801	 1.17	 1.26	649	 1.14	 1.22	775.38	601.92	 0.58	10792.78	 1.08	5023.18
D12	Foci_processed_28-Jul-2020	801	 1.06	 1.14	655	 1.03	 1.05	839.93	628.99	 0.63	10050.01	 1.11	4553.46
D2	Foci_processed_28-Jul-2020	801	 1.23	 1.27	677	 1.15	 1.14	720.20	527.56	 0.58	10459.25	 1.09	5215.56
D3	Foci_processed_28-Jul-2020	801	 1.06	 1.32	664	 0.96	 1.08	648.12	508.76	 0.62	9511.22	 1.11	4424.71
D4	Foci_processed_28-Jul-2020	801	 0.89	 1.19	673	 0.84	 1.05	696.72	524.56	 0.54	10580.26	 1.08	3785.73
D5	Foci_processed_28-Jul-2020	801	 0.84	 1.10	659	 0.77	 1.04	686.95	531.23	 0.56	10389.07	 1.08	3537.79
D6	Foci_processed_28-Jul-2020	801	 1.17	 1.27	680	 1.06	 1.12	719.81	535.26	 0.55	11147.34	 1.09	4783.26
D7	Foci_processed_28-Jul-2020	801	 0.74	 1.21	670	 0.59	 1.00	640.07	493.51	 0.54	11048.96	 1.06	2535.36
D8	Foci_processed_28-Jul-2020	801	 0.79	 1.27	690	 0.72	 1.13	651.10	503.20	 0.50	11340.75	 1.06	3010.46
D9	Foci_processed_28-Jul-2020	801	 0.69	 0.99	683	 0.64	 0.91	672.64	528.36	 0.50	11885.87	 1.06	2717.60
E1	Foci_processed_28-Jul-2020	216	 0.37	 0.81	174	 0.33	 0.65	489.77	372.74	 0.63	9404.67	 1.05	1309.64
E10	Foci_processed_28-Jul-2020	240	 0.63	 1.37	204	 0.56	 1.28	647.61	481.81	 0.60	9687.51	 1.07	2062.13
E11	Foci_processed_28-Jul-2020	185	 0.47	 1.22	151	 0.54	 1.32	650.50	474.04	 0.54	9731.99	 1.05	2084.17
E12	Foci_processed_28-Jul-2020	290	 0.28	 1.05	245	 0.29	 1.03	651.01	523.74	 0.60	8337.63	 1.09	1066.75
E2	Foci_processed_28-Jul-2020	356	 0.50	 0.99	293	 0.48	 0.93	549.04	412.77	 0.57	9273.11	 1.08	2042.81
E3	Foci_processed_28-Jul-2020	174	 0.71	 1.13	149	 0.74	 1.15	558.65	401.86	 0.54	10572.16	 1.05	2853.62
E4	Foci_processed_28-Jul-2020	801	 0.72	 1.07	670	 0.72	 1.05	570.17	430.66	 0.54	11140.13	 1.05	3109.01
E5	Foci_processed_28-Jul-2020	801	 0.68	 1.00	681	 0.67	 0.93	559.68	431.31	 0.53	10864.84	 1.05	2923.35
E6	Foci_processed_28-Jul-2020	384	 0.36	 1.01	316	 0.31	 0.88	547.08	415.78	 0.54	9793.22	 1.07	1209.07
E7	Foci_processed_28-Jul-2020	199	 0.36	 1.05	178	 0.32	 0.88	582.92	438.57	 0.57	10221.21	 1.05	1246.43
E8	Foci_processed_28-Jul-2020	283	 0.18	 0.70	253	 0.13	 0.54	478.06	396.21	 0.56	10755.33	 1.05	514.00
E9	Foci_processed_28-Jul-2020	92	 0.49	 1.09	77	 0.52	 1.14	617.04	452.01	 0.54	10725.11	 1.05	1937.61
F1	Foci_processed_28-Jul-2020	604	 0.35	 0.91	498	 0.27	 0.70	564.44	397.68	 0.55	10253.37	 1.06	1025.52
F10	Foci_processed_28-Jul-2020	157	 0.20	 0.65	131	 0.18	 0.57	575.14	425.45	 0.58	8766.21	 1.06	668.94
F11	Foci_processed_28-Jul-2020	302	 0.17	 0.91	263	 0.14	 0.46	691.07	538.45	 0.63	7549.44	 1.08	535.63
F12	Foci_processed_28-Jul-2020	440	 0.22	 0.72	362	 0.15	 0.44	521.91	407.08	 0.60	8196.47	 1.07	644.69
F2	Foci_processed_28-Jul-2020	710	 0.47	 1.12	578	 0.39	 0.91	666.73	490.03	 0.55	10342.26	 1.05	1421.97
F3	Foci_processed_28-Jul-2020	111	 0.68	 1.21	95	 0.79	 1.27	771.79	553.17	 0.61	9314.55	 1.05	2953.45
F4	Foci_processed_28-Jul-2020	801	 0.37	 0.95	687	 0.29	 0.78	577.45	427.14	 0.52	11254.44	 1.05	1074.23
F5	Foci_processed_28-Jul-2020	458	 0.47	 1.09	381	 0.38	 0.89	629.19	455.39	 0.57	10880.64	 1.06	1448.70
F6	Foci_processed_28-Jul-2020	721	 0.49	 1.15	622	 0.39	 0.99	605.18	430.11	 0.55	11187.32	 1.05	1538.02
F7	Foci_processed_28-Jul-2020	348	 0.37	 0.96	312	 0.39	 1.00	672.10	472.62	 0.54	11455.50	 1.05	1458.31
F8	Foci_processed_28-Jul-2020	801	 0.64	 1.08	688	 0.56	 0.99	695.76	498.16	 0.53	10527.85	 1.07	2217.11
F9	Foci_processed_28-Jul-2020	596	 0.66	 1.08	506	 0.63	 1.01	643.68	467.41	 0.58	9550.50	 1.08	2530.54
G1	Foci_processed_28-Jul-2020	666	 0.16	 0.58	561	 0.11	 0.37	532.48	379.13	 0.62	9806.77	 1.07	445.96
G10	Foci_processed_28-Jul-2020	637	 0.27	 0.87	526	 0.29	 0.90	562.06	400.92	 0.58	10336.39	 1.07	1097.51
G11	Foci_processed_28-Jul-2020	720	 0.37	 0.84	610	 0.33	 0.74	528.91	361.57	 0.59	10135.40	 1.06	1276.02
G12	Foci_processed_28-Jul-2020	489	 0.20	 0.71	416	 0.13	 0.45	477.17	354.65	 0.62	9192.57	 1.06	493.10
G2	Foci_processed_28-Jul-2020	703	 0.27	 0.79	600	 0.26	 0.75	649.69	475.22	 0.57	9565.15	 1.06	1007.48
G3	Foci_processed_28-Jul-2020	525	 0.30	 0.85	432	 0.24	 0.71	672.24	515.39	 0.63	9189.45	 1.11	888.18
G4	Foci_processed_28-Jul-2020	544	 0.22	 0.70	448	 0.18	 0.60	548.37	384.53	 0.62	9744.24	 1.07	667.48
G5	Foci_processed_28-Jul-2020	285	 0.17	 0.56	245	 0.12	 0.41	504.95	349.35	 0.60	8726.38	 1.07	493.26
G6	Foci_processed_28-Jul-2020	308	 0.14	 0.69	258	 0.12	 0.64	546.39	407.89	 0.63	9411.69	 1.08	413.88
G8	Foci_processed_28-Jul-2020	371	 0.29	 0.85	326	 0.22	 0.74	487.81	352.88	 0.51	11985.65	 1.07	862.61
G9	Foci_processed_28-Jul-2020	724	 0.39	 1.13	618	 0.39	 1.14	571.97	393.65	 0.57	10841.86	 1.07	1484.67
H1	Foci_processed_28-Jul-2020	551	 0.20	 0.64	456	 0.13	 0.45	503.38	367.13	 0.66	10012.22	 1.10	526.04
H10	Foci_processed_28-Jul-2020	801	 0.23	 0.78	698	 0.22	 0.79	589.73	403.77	 0.55	11122.22	 1.04	840.07
H11	Foci_processed_28-Jul-2020	721	 0.38	 0.89	623	 0.35	 0.84	588.77	420.48	 0.52	11241.71	 1.04	1429.19
H12	Foci_processed_28-Jul-2020	801	 0.37	 0.92	703	 0.30	 0.76	588.98	426.42	 0.55	11061.95	 1.05	1183.61
H2	Foci_processed_28-Jul-2020	424	 0.31	 0.74	344	 0.29	 0.68	585.56	391.46	 0.60	10570.56	 1.05	1082.52
H3	Foci_processed_28-Jul-2020	328	 0.43	 0.97	279	 0.34	 0.76	587.17	397.78	 0.59	10353.50	 1.06	1321.60
H4	Foci_processed_28-Jul-2020	801	 0.46	 1.03	676	 0.39	 0.86	636.25	434.12	 0.54	11139.27	 1.06	1527.88
H5	Foci_processed_28-Jul-2020	314	 0.22	 0.64	262	 0.18	 0.51	552.27	392.94	 0.61	10209.73	 1.06	633.56
H6	Foci_processed_28-Jul-2020	801	 0.18	 0.72	678	 0.10	 0.36	511.50	391.38	 0.56	10639.21	 1.07	370.99
H7	Foci_processed_28-Jul-2020	801	 0.45	 0.94	705	 0.41	 0.83	612.28	435.31	 0.54	12136.45	 1.05	1600.79
H8	Foci_processed_28-Jul-2020	35	 0.40	 1.06	28	 0.21	 0.57	568.17	380.41	 0.56	11406.98	 1.03	937.61
H9	Foci_processed_28-Jul-2020	801	 0.67	 1.38	702	 0.70	 1.32	615.96	412.37	 0.55	11211.34	 1.05	2729.94
